OUTDOOR CITY
15 20
827/822/1	827/823/1	827/824/1	827/0		827/603/1	827/0		827/0		827/0		827/0		827/0		827/603/1	827/0		827/0		827/0		827/0		827/0		827/0		827/822/1	827/823/1	827/824/1
827/779/1	827/780/1	827/781/1	827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/603/1	827/603/1	827/0		827/0		827/603/1	827/603/1	827/779/1	827/780/1	827/781/1	
827/822/1	827/823/1	827/824/1	827/0		827/0		827/0		827/603/1	827/0		827/603/1	827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/822/1	827/823/1	827/824/1
827/779/1	827/780/1	827/781/1	827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/603/1	827/0		827/603/1	827/0		827/779/1	827/780/1	827/781/1	
827/822/1	827/823/1	827/824/1	827/0		827/0		827/0		827/0		827/0		827/0		827/603/1	827/0		827/603/1	827/0		827/0		827/0		827/0		827/0		827/822/1	827/823/1	827/824/1
827/865/1	827/866/1	827/867/1	827/0		827/0		827/0		827/0		827/603/1	827/0		827/0		827/0		827/0		827/603/1	827/0		827/0		827/0		827/603/1	827/865/1	827/866/1	827/867/1	
908/0		909/0		910/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		827/0		908/0		909/0		910/0	
352/0		827/694/0	827/0		827/565/0	827/566/0	827/0		827/694/0	827/0		827/565/0	827/566/0	827/565/0	827/566/0	827/0		827/694/0	827/0		827/565/0	827/566/0	827/0		827/694/0	318/0		
827/736/1	827/737/1	827/738/1	827/608/1	827/609/1	827/736/1	827/737/1	827/738/1	827/608/1	827/609/1	827/608/1	827/609/1	827/736/1	827/737/1	827/738/1	827/608/1	827/609/1	827/736/1	827/737/1	827/738/1	
827/779/1	827/780/1	827/781/1	827/651/1	827/652/1	827/779/1	827/780/1	827/781/1	827/651/1	827/652/1	827/651/1	827/652/1	827/779/1	827/780/1	827/781/1	827/651/1	827/652/1	827/779/1	827/780/1	827/781/1

6
TELEPORT 0 9 CITY 13 9
TELEPORT 0 10 CITY 13 10
TELEPORT 11 0 ROCKCAVE 1 18
TELEPORT 12 0 ROCKCAVE 2 18
TELEPORT 11 19 ICECAVE 1 1
TELEPORT 12 19 ICECAVE 2 1

OUTDOOR ROCKCAVE
15 20
355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1		355/1
355/1		352/0		352/0		352/0		352/692/1	352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/692/1	352/0		352/0		352/0
355/1		352/0		352/692/1	352/0		352/0		352/0		352/0		352/0		352/93/1	352/94/1	352/94/1	352/94/1	352/95/1	352/0		352/692/1	352/0		352/0		352/0		352/0		352/0
355/1		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/136/1	352/0		352/0		352/0		352/138/1	352/0		352/0		352/0		352/0		352/0		352/0		355/1
355/1		352/0		352/0		352/0		352/0		352/692/1	352/0		352/0		352/136/1	352/0		137/0		352/0		352/138/1	352/0		352/0		352/692/1	352/0		352/0		352/0		355/1
355/1		352/692/1	352/0		352/0		352/0		352/0		352/0		352/0		352/136/1	352/0		352/0		352/0		352/138/1	352/0		352/0		352/0		352/0		352/0		352/0		355/1
355/1		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/265/1	266/1		223/0		266/1		352/267/1	352/0		352/692/1	352/0		352/0		352/0		352/0		355/1
355/1		352/0		352/0		352/0		352/0		352/0		352/692/1	352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/692/1	352/0		355/1
355/1		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		352/0		355/1
355/1		223/0		223/0		223/0		395/1		395/1		395/1		395/1		395/1		395/1		395/1		395/1		395/1		395/1		395/1		395/1		395/1		395/1		395/1		355/1
259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2
259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2
259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2
259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2
259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2

2
TELEPORT 1 19 OUTSIDE 11 1
TELEPORT 2 19 OUTSIDE 12 1

INDOOR HOME
15 20
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		c0/1		c1/1		c2/1		c3/1		c4/1		c4/1		c5/1		c6/1		c7/1		c8/1		c9/1		c10/1		c11/1		c12/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		c13/1		c14/1		c15/1		c16/1		c17/1		c17/1		c18/1		c19/1		c20/1		c21/1		c22/1		c23/1		c24/1		c25/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		c26/0		c27/0		c28/0		c29/0		c30/0		c30/0		c31/0		c32/0		c33/0		c34/0		c35/0		c36/0		c37/0		c38/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		c39/0		c40/0		c41/0		c42/0		c106/0		c43/0		c44/0		c45/0		c46/0		c47/0		c48/0		c49/0		c50/0		c51/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		c52/0		c53/1		c54/0		c55/0		c106/0		c56/0		c57/0		c58/1		c59/1		c60/0		c61/0		c62/0		c63/0		c64/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		c65/0		c66/1		c67/0		c68/0		c106/0		c69/0		c70/0		c71/1		c72/1		c73/0		c74/0		c75/0		c76/0		c77/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		c78/0		c79/0		c80/0		c81/0		c106/0		c82/0		c83/0		c84/0		c85/0		c86/0		c87/0		c88/0		c89/0		c90/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		c91/1		c92/0		c93/0		c94/0		c106/0		c95/0		c96/0		c97/0		c98/0		c99/0		c100/0		c101/0		c102/0		c103/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		c104/1		c105/0		c106/0		c106/0		c106/0		c106/0		c107/0		c108/0		c109/0		c112/0		c113/0		c114/0		c115/0		c116/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b156/1		b157/1		b158/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		

2
TELEPORT 12 10 CITY 12 5
SAVELOAD 8 4

INDOOR STADIUM
15 20
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		d0/1		d1/1		d2/1		d3/1		d4/1		d5/1		d6/1		d7/1		d8/1		d9/1		d10/1		d11/1		d12/1		d13/1		d14/1		d15/1		d16/1		d17/1		b150/1		
b150/1		d18/1		d19/1		d20/1		d21/1		d22/1		d23/1		d24/1		d25/1		d26/1		d27/1		d28/1		d29/1		d30/1		d31/1		d32/1		d33/1		d34/1		d35/1		b150/1		
b150/1		d36/1		d37/1		d38/1		d39/1		d40/1		d41/1		d42/1		d43/1		d44/1		d45/1		d46/1		d47/1		d48/1		d49/1		d50/1		d51/1		d52/1		d53/1		b150/1		
b150/1		d54/1		d55/1		d56/1		d57/1		d58/1		d59/1		d60/1		d61/1		d62/1		d63/1		d64/1		d65/1		d66/1		d67/1		d68/1		d69/1		d70/1		d71/1		b150/1		
b150/1		d72/0		d73/0		d74/0		d75/0		d76/0		d77/0		d78/1		d79/1		d80/1		d81/1		d82/1		d83/1		d84/0		d85/0		d86/0		d87/0		d88/0		d89/0		b150/1		
b150/1		d90/0		d91/0		d92/0		d93/1		d94/0		d95/1		d96/0		d97/0		d98/0		d99/0		d100/0		d101/0		d102/1		d103/0		d104/1		d105/0		d106/0		d107/0		b150/1		
b150/1		d108/0		d109/0		d110/0		d111/1		d112/0		d113/0		d114/0		d115/0		d116/0		d117/0		d118/0		d119/0		d120/0		d121/0		d122/1		d123/0		d124/0		d125/0		b150/1		
b150/1		d126/0		d127/0		d128/0		d129/1		d130/0		d131/1		d132/0		d133/0		d134/0		d135/0		d136/0		d137/0		d138/1		d139/0		d140/1		d141/0		d142/0		d143/0		b150/1		
b150/1		d144/0		d145/0		d146/0		d147/0		d148/0		d149/0		d150/1		d151/1		d152/1		d153/1		d154/1		d155/1		d156/0		d157/0		d158/0		d159/0		d160/0		d161/0		b150/1		
b150/1		d162/0		d163/0		d164/0		d165/0		d166/0		d167/0		d168/0		d169/0		d170/0		d171/0		d172/0		d173/0		d174/0		d175/0		d176/0		d177/0		d178/0		d179/0		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		d166/1		d166/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		

3
TELEPORT 12 9 CITY 5 15
TELEPORT 12 10 CITY 5 15
STADIUM 8 9

INDOOR STORE
15 20
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		e0/1		e1/1		e2/1		e0/1		e0/1		e0/1		e0/1		e0/1		e0/1		e0/1		e10/1		e11/1		e12/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		e13/0		e14/0		e15/1		e13/0		e13/0		e13/0		e13/0		e13/0		e13/0		e13/0		e23/1		e24/1		e25/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		e26/0		e27/0		e28/1		e29/0		e27/0		e27/0		e27/0		e33/0		e34/0		e35/0		e36/0		e37/0		e38/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		e39/0		e40/0		e41/1		e42/0		e27/0		e27/0		e27/0		e46/0		e47/0		e48/0		e49/0		e50/0		e51/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		e52/0		e53/0		e54/1		e55/0		e56/0		e57/0		e58/0		e59/1		e60/1		e61/0		e62/1		e63/1		e64/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		e65/1		e66/1		e67/1		e68/0		e69/0		e70/0		e71/0		e72/1		e73/1		e74/0		e75/1		e76/1		e77/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		e78/0		e79/0		e80/0		e81/0		e82/0		e83/0		e84/0		e85/1		e86/1		e87/0		e88/1		e89/1		e90/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		e91/0		e92/1		e93/1		e94/1		e95/0		e96/0		e97/0		e98/0		e99/0		e100/0		e101/0		e102/0		e103/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		e104/0		e105/0		e106/0		e107/0		e108/0		e109/0		e110/0		e111/1		e112/1		e113/0		e114/1		e115/1		e116/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		e117/0		e118/1		e119/1		e120/1		e121/0		e122/0		e123/0		e124/1		e125/1		e126/0		e127/1		e128/1		e129/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		e130/0		e131/0		e132/0		e133/0		e30/0		e31/0		e32/0		e137/1		e138/1		e139/0		e140/1		e141/1		e142/0		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		e43/0		e44/0		e45/0		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		
b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		b150/1		

2
TELEPORT 13 9 CITY 5 4
STORE 4 6

OUTDOOR ICECAVE
15 20
232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		232/1		18/0		
318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/692/1	318/0		318/0		318/0		318/0		318/0		318/0		318/0		188/1		
318/0		318/0		318/0		318/692/1	318/0		318/0		145/1		146/1		146/1		146/1		147/1		318/0		318/0		318/0		145/1		146/1		146/1		146/1		147/1		188/1		
147/1		318/0		318/0		318/0		318/692/1	318/0		188/1		189/0		189/0		189/0		190/1		318/0		318/0		318/692/1	188/1		189/0		189/0		189/0		190/1		188/1		
190/1		318/0		318/692/1	318/0		318/0		318/0		188/1		189/0		189/0		189/0		190/1		318/0		318/692/1	318/0		188/1		189/0		189/0		189/0		190/1		188/1		
190/1		318/0		318/0		318/0		318/0		318/0		231/1		232/1		16/0		232/1		233/1		318/0		318/0		318/0		231/1		232/1		16/0		232/1		233/1		188/1		
190/1		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		318/0		188/1		
190/1		318/0		145/1		146/1		146/1		146/1		147/1		318/0		318/0		318/0		145/1		146/1		146/1		146/1		147/1		318/0		318/0		318/0		318/0		188/1		
190/1		318/0		188/1		189/0		189/0		189/0		190/1		318/0		318/692/1	318/0		188/1		189/0		189/0		189/0		190/1		318/692/1	318/0		318/0		318/0		188/1		
190/1		318/0		188/1		189/0		189/0		189/0		190/1		318/0		318/0		318/0		188/1		189/0		189/0		189/0		190/1		318/0		318/0		318/0		318/692/1	188/1		
190/1		318/0		231/1		232/1		16/0		232/1		233/1		318/0		318/0		318/692/1	231/1		232/1		16/0		232/1		233/1		318/0		318/0		318/0		318/0		188/1		
233/1		361/0		361/0		361/0		361/0		361/0		361/0		361/0		361/0		361/0		361/0		361/0		361/0		361/0		361/0		361/0		361/0		361/0		361/0		231/1		
259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		
259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		
259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		259/2		

2
TELEPORT 1 0 OUTSIDE 11 18
TELEPORT 2 0 OUTSIDE 12 18
